kidsdriv,age,homekids,yoj,income,parent1,home_val,mstatus,gender,education,occupation,travtime,car_use,bluebook,tif,car_type,red_car,oldclaim,clm_freq,revoked,mvr_pts,clm_amt,car_age,claim_flag,urbanicity
1,59.0,2,14.0,32974.0,False,166796.0,True,male,High School,Clerical,41,Private,15010.0,4,Minivan,yes,6063.0,3,No,4,0.0,1.0,0,Urban
0,57.0,0,13.0,196889.0,False,484353.0,False,male,Masters,Professional,42,Commercial,43250.0,1,Panel Truck,yes,9784.0,2,No,6,0.0,15.0,0,Urban
0,50.0,0,10.0,45620.0,False,170796.0,True,female,Bachelors,Manager,20,Private,14790.0,4,SUV,no,0.0,0,No,1,0.0,5.0,0,Urban
0,47.0,0,11.0,28808.0,False,0.0,False,male,High School,Student,40,Commercial,11840.0,1,Pickup,yes,1092.0,1,No,2,2440.0,,1,Urban
0,26.0,3,15.0,69789.0,False,206181.0,True,female,High School,Manager,37,Private,11770.0,1,SUV,no,2960.0,3,No,5,2992.0,7.0,1,Urban
0,54.0,0,12.0,,False,200391.0,True,female,High School,Clerical,67,Private,10480.0,6,SUV,no,27414.0,2,Yes,2,3392.0,8.0,1,Urban
0,43.0,0,13.0,45355.0,False,151271.0,True,female,below High School,Blue Collar,12,Private,10340.0,1,SUV,no,0.0,0,No,0,0.0,1.0,0,Rural
0,61.0,0,13.0,57095.0,False,0.0,False,male,below High School,Blue Collar,52,Private,7600.0,4,SUV,yes,1904.0,3,No,7,5603.0,6.0,1,Urban
0,51.0,0,16.0,,False,140239.0,True,female,below High School,Clerical,54,Private,11240.0,9,SUV,no,0.0,0,No,0,0.0,5.0,0,Rural
0,46.0,0,13.0,30226.0,False,114879.0,False,male,below High School,Clerical,45,Commercial,6100.0,14,Pickup,yes,0.0,0,No,3,0.0,5.0,0,Rural
0,28.0,1,0.0,0.0,True,0.0,False,male,High School,Home Maker,9,Private,4300.0,11,Minivan,no,0.0,0,No,0,0.0,7.0,0,Urban
0,44.0,0,13.0,95114.0,False,289409.0,True,female,Bachelors,Manager,21,Private,16330.0,1,SUV,no,0.0,0,No,0,0.0,9.0,0,Urban
1,40.0,3,,39753.0,False,181338.0,True,female,High School,Clerical,50,Private,24820.0,7,SUV,no,0.0,0,No,0,3985.0,13.0,1,Urban
2,44.0,2,16.0,,True,296916.0,False,female,PhD,Manager,28,Private,18180.0,3,Minivan,no,0.0,0,No,0,0.0,15.0,0,Urban
0,47.0,0,11.0,72463.0,False,0.0,False,female,Bachelors,Blue Collar,52,Commercial,22400.0,7,SUV,no,0.0,0,No,0,0.0,9.0,0,Rural
0,51.0,0,7.0,46502.0,False,148272.0,False,male,Bachelors,Professional,52,Private,11250.0,4,Minivan,no,0.0,0,No,2,0.0,14.0,0,Urban
0,40.0,2,12.0,133776.0,False,374317.0,True,female,High School,Blue Collar,29,Private,25080.0,1,Minivan,no,0.0,0,No,0,0.0,,0,Urban
0,45.0,0,12.0,22721.0,False,143434.0,True,female,Bachelors,Home Maker,31,Private,19880.0,10,Minivan,no,0.0,0,No,1,0.0,11.0,0,Rural
0,40.0,0,12.0,43072.0,False,120442.0,True,male,High School,Clerical,38,Private,13980.0,1,Minivan,yes,0.0,0,No,0,0.0,1.0,0,Rural
0,45.0,2,15.0,135768.0,False,347575.0,True,male,Masters,,22,Commercial,19580.0,1,Van,yes,8176.0,2,No,6,3952.0,15.0,1,Urban
0,58.0,0,14.0,41712.0,False,,True,female,Masters,,5,Private,16810.0,7,Minivan,no,1351.0,3,No,1,4366.0,16.0,1,Urban
0,37.0,0,7.0,125314.0,False,0.0,False,male,Bachelors,Manager,24,Commercial,17730.0,9,Van,yes,0.0,0,No,4,0.0,1.0,0,Urban
0,51.0,0,11.0,152462.0,False,0.0,False,female,Masters,Manager,39,Private,22290.0,1,SUV,no,0.0,0,No,1,0.0,14.0,0,Urban
2,60.0,2,9.0,8287.0,False,160005.0,True,female,Bachelors,Home Maker,63,Private,15900.0,3,Minivan,no,6315.0,3,No,0,0.0,8.0,0,Urban
0,56.0,0,14.0,59188.0,False,238256.0,False,male,High School,Professional,65,Private,8980.0,1,Pickup,no,0.0,0,No,0,0.0,1.0,0,Urban
0,46.0,0,14.0,121133.0,False,297340.0,True,male,Bachelors,Blue Collar,13,Commercial,18750.0,13,Van,yes,0.0,0,No,1,0.0,9.0,0,Urban
0,33.0,4,,41583.0,False,145551.0,True,female,Masters,Home Maker,32,Private,18820.0,17,Pickup,no,0.0,0,No,1,0.0,20.0,0,Rural
2,44.0,4,14.0,25536.0,False,178708.0,True,female,below High School,Blue Collar,50,Private,12160.0,7,SUV,no,0.0,0,Yes,1,1257.0,6.0,1,Urban
0,36.0,0,9.0,79801.0,False,0.0,False,female,High School,Blue Collar,21,Commercial,24810.0,6,Pickup,no,0.0,0,No,2,5524.0,,1,Urban
0,42.0,0,0.0,0.0,False,104265.0,True,female,High School,Home Maker,61,Private,17190.0,1,SUV,no,0.0,0,Yes,0,0.0,,0,Urban
0,47.0,0,10.0,18304.0,False,99839.0,True,male,below High School,Clerical,97,Private,17670.0,10,Minivan,yes,0.0,0,No,0,0.0,4.0,0,Urban
0,36.0,2,13.0,135520.0,False,336846.0,True,female,Bachelors,Blue Collar,5,Commercial,38870.0,1,Van,no,4976.0,2,No,3,0.0,9.0,0,Urban
0,50.0,0,0.0,0.0,False,0.0,True,female,below High School,Student,45,Private,6500.0,10,Sports Car,no,0.0,0,No,0,0.0,1.0,0,Rural
0,34.0,1,11.0,,True,0.0,False,female,Masters,Manager,22,Private,20490.0,4,Sports Car,no,0.0,0,No,0,0.0,18.0,0,Urban
0,53.0,0,7.0,8791.0,False,117461.0,False,female,below High School,Home Maker,67,Private,19620.0,7,SUV,no,0.0,0,No,0,0.0,1.0,0,Rural
1,43.0,2,17.0,23886.0,False,136125.0,True,female,below High School,Clerical,42,Private,16110.0,7,Sports Car,no,0.0,0,No,0,0.0,1.0,0,Rural
0,40.0,2,14.0,23095.0,False,140824.0,True,female,below High School,Clerical,19,Private,7810.0,1,Minivan,no,5128.0,2,No,1,0.0,,0,Urban
0,48.0,0,7.0,85734.0,False,0.0,False,male,PhD,,65,Commercial,27670.0,7,Panel Truck,no,0.0,0,Yes,1,0.0,14.0,0,Urban
0,41.0,0,9.0,173557.0,False,450715.0,False,male,Masters,,34,Commercial,22960.0,7,Panel Truck,yes,5447.0,3,No,0,0.0,15.0,0,Urban
0,41.0,3,12.0,62943.0,False,229852.0,True,male,High School,Clerical,28,Private,27820.0,1,Minivan,yes,0.0,0,No,2,0.0,1.0,0,Urban
0,46.0,0,8.0,36110.0,False,175359.0,False,female,High School,Blue Collar,18,Commercial,13260.0,6,SUV,no,26321.0,4,Yes,4,3793.0,10.0,1,Urban
0,48.0,0,13.0,34351.0,False,0.0,False,female,High School,Blue Collar,29,Commercial,22440.0,4,Pickup,no,0.0,0,Yes,0,0.0,5.0,0,Urban
0,56.0,0,16.0,8137.0,False,111717.0,True,male,below High School,Student,38,Commercial,17540.0,6,Van,no,0.0,0,No,0,0.0,6.0,0,Urban
0,50.0,0,10.0,16625.0,False,0.0,False,male,below High School,Student,49,Commercial,6500.0,7,Pickup,yes,0.0,0,No,4,0.0,1.0,0,Rural
0,51.0,0,14.0,81743.0,False,0.0,False,male,Bachelors,Blue Collar,37,Commercial,14770.0,6,Minivan,yes,30760.0,3,No,5,0.0,10.0,0,Urban
1,36.0,1,12.0,19217.0,False,120635.0,True,female,below High School,Clerical,29,Private,21430.0,7,Minivan,no,0.0,0,No,0,0.0,3.0,0,Rural
0,40.0,3,9.0,17372.0,False,107484.0,True,female,High School,Clerical,33,Private,7240.0,6,SUV,no,20134.0,2,Yes,3,0.0,1.0,0,Urban
0,38.0,3,12.0,10653.0,True,0.0,False,female,below High School,Clerical,35,Private,5300.0,4,SUV,no,0.0,0,No,0,0.0,1.0,0,Rural
0,54.0,0,12.0,61626.0,False,0.0,False,female,Bachelors,Blue Collar,25,Commercial,13060.0,1,SUV,no,5598.0,2,No,3,0.0,10.0,0,Urban
1,43.0,2,15.0,58025.0,False,211109.0,True,male,Bachelors,Clerical,16,Commercial,28840.0,6,Panel Truck,yes,0.0,0,No,0,3905.0,8.0,1,Urban
0,54.0,0,13.0,71579.0,False,257342.0,True,male,PhD,Manager,46,Commercial,18560.0,3,Van,no,9514.0,4,No,0,0.0,13.0,0,Urban
1,60.0,2,17.0,52002.0,True,242854.0,False,male,Masters,,5,Commercial,28140.0,4,Panel Truck,no,0.0,0,No,0,4356.0,12.0,1,Urban
0,41.0,1,12.0,38430.0,True,0.0,False,female,Masters,Lawyer,22,Private,9440.0,7,SUV,no,0.0,0,No,0,0.0,12.0,0,Urban
0,44.0,2,15.0,,False,186500.0,True,female,below High School,Blue Collar,48,Commercial,10600.0,17,Pickup,no,0.0,0,No,0,0.0,7.0,0,Urban
0,33.0,4,0.0,0.0,True,0.0,False,male,High School,Student,14,Commercial,12470.0,1,Minivan,yes,10794.0,2,Yes,4,2705.0,5.0,1,Urban
0,50.0,0,15.0,36015.0,False,137355.0,True,female,Masters,Lawyer,23,Private,15100.0,1,SUV,no,0.0,0,No,1,3955.0,10.0,1,Rural
0,34.0,1,9.0,28719.0,True,0.0,False,female,High School,Blue Collar,15,Commercial,14340.0,4,SUV,no,0.0,0,No,0,6132.0,7.0,1,Urban
0,40.0,0,11.0,82505.0,False,0.0,False,male,Masters,,35,Commercial,33910.0,1,Panel Truck,no,5464.0,3,No,2,5477.0,13.0,1,Urban
0,62.0,0,,137666.0,False,,True,female,Masters,Professional,60,Private,17790.0,1,Sports Car,no,3902.0,2,No,8,6079.0,15.0,1,Urban
0,38.0,2,16.0,29688.0,False,131833.0,True,female,below High School,Clerical,24,Private,14910.0,14,Sports Car,no,5991.0,3,No,5,0.0,1.0,0,Urban
0,42.0,0,6.0,30696.0,False,99263.0,True,female,Bachelors,Home Maker,47,Commercial,30700.0,3,Pickup,no,0.0,0,No,0,0.0,,0,Rural
0,54.0,0,14.0,66955.0,False,241544.0,False,female,Bachelors,Professional,48,Private,10540.0,4,SUV,no,0.0,0,No,2,0.0,10.0,0,Urban
0,32.0,2,12.0,40851.0,True,112094.0,False,female,High School,Clerical,52,Private,15550.0,1,SUV,no,0.0,0,No,2,2943.0,1.0,1,Urban
0,43.0,2,12.0,23157.0,False,115249.0,True,male,High School,Clerical,27,Private,14230.0,1,Minivan,no,0.0,0,No,0,0.0,1.0,0,Rural
0,52.0,0,6.0,115075.0,False,0.0,False,male,Bachelors,Blue Collar,23,Commercial,18210.0,1,Van,yes,7619.0,1,No,3,5314.0,1.0,1,Urban
0,19.0,1,8.0,37536.0,True,0.0,False,female,Bachelors,Professional,53,Private,22810.0,10,Pickup,no,4686.0,1,No,10,3917.0,1.0,1,Urban
0,34.0,3,13.0,20299.0,False,66016.0,True,female,High School,Home Maker,45,Private,4900.0,1,Sports Car,no,0.0,0,No,4,0.0,1.0,0,Rural
0,44.0,0,11.0,36570.0,False,150122.0,False,male,High School,Blue Collar,9,Commercial,9560.0,13,Pickup,yes,29233.0,2,No,5,0.0,10.0,0,Urban
1,45.0,2,14.0,107663.0,False,389586.0,True,female,Masters,Lawyer,47,Private,15300.0,4,Minivan,no,26455.0,1,No,5,0.0,19.0,0,Urban
0,51.0,0,16.0,36451.0,False,138535.0,True,male,High School,Blue Collar,68,Commercial,7900.0,11,Pickup,yes,0.0,0,No,0,0.0,1.0,0,Rural
0,41.0,2,11.0,44972.0,False,128494.0,True,female,High School,Professional,11,Private,26270.0,1,Sports Car,no,0.0,0,No,6,0.0,1.0,0,Urban
0,36.0,2,14.0,58839.0,False,170516.0,True,male,Masters,,27,Commercial,7380.0,1,Pickup,no,22419.0,2,Yes,3,0.0,13.0,0,Urban
0,52.0,0,11.0,41408.0,False,199056.0,False,female,Bachelors,Clerical,32,Private,5640.0,4,SUV,no,0.0,0,No,0,0.0,10.0,0,Rural
0,47.0,0,12.0,80232.0,False,0.0,False,male,PhD,Doctor,32,Private,6200.0,6,Minivan,yes,6685.0,2,No,0,0.0,16.0,0,Urban
0,44.0,0,11.0,38988.0,False,152614.0,False,female,below High School,Home Maker,11,Private,5700.0,6,SUV,no,525.0,1,No,1,0.0,1.0,0,Urban
1,41.0,3,13.0,257.0,True,0.0,False,female,below High School,Home Maker,14,Private,5630.0,4,SUV,no,7902.0,1,No,5,0.0,1.0,0,Rural
0,57.0,0,8.0,106584.0,False,297358.0,True,female,Masters,Lawyer,18,Private,17380.0,3,SUV,no,0.0,0,Yes,0,0.0,,0,Urban
0,41.0,2,14.0,146370.0,False,381878.0,True,male,High School,Manager,34,Private,20420.0,7,Minivan,yes,0.0,0,No,0,0.0,1.0,0,Urban
0,28.0,0,9.0,36113.0,False,187871.0,False,male,Bachelors,Blue Collar,75,Commercial,9240.0,4,Pickup,yes,5065.0,2,No,5,4546.0,8.0,1,Urban
0,52.0,0,9.0,89124.0,False,250040.0,True,female,PhD,Doctor,17,Private,15610.0,6,SUV,no,0.0,0,No,0,0.0,13.0,0,Urban
0,48.0,0,10.0,55934.0,False,,False,female,Bachelors,Professional,38,Private,23900.0,6,Pickup,no,8804.0,3,No,3,0.0,7.0,0,Urban
0,56.0,0,12.0,17546.0,False,0.0,False,female,Bachelors,Home Maker,20,Private,27740.0,4,Pickup,no,0.0,0,No,0,0.0,7.0,0,Rural
0,50.0,0,11.0,224408.0,False,523039.0,False,female,PhD,,33,Commercial,28940.0,4,Pickup,no,0.0,0,No,0,0.0,22.0,0,Urban
0,43.0,0,11.0,59026.0,False,0.0,False,female,High School,Blue Collar,45,Commercial,11700.0,6,Minivan,no,4449.0,2,No,0,0.0,1.0,0,Urban
0,70.0,0,14.0,78170.0,False,285826.0,False,male,PhD,Manager,40,Private,14940.0,6,SUV,no,0.0,0,No,0,0.0,1.0,0,Urban
2,42.0,3,12.0,62386.0,False,202871.0,True,male,Bachelors,Professional,19,Private,11940.0,4,Minivan,yes,39058.0,2,No,6,0.0,9.0,0,Urban
1,36.0,4,13.0,31259.0,False,145148.0,True,male,below High School,Blue Collar,32,Commercial,21510.0,14,Van,no,3719.0,1,No,0,5571.0,8.0,1,Urban
0,39.0,0,8.0,48490.0,False,195777.0,False,female,Bachelors,Blue Collar,39,Commercial,15180.0,4,SUV,no,3893.0,1,No,0,4703.0,9.0,1,Urban
0,48.0,0,14.0,82885.0,False,0.0,False,male,Bachelors,Manager,60,Private,21340.0,1,Minivan,no,0.0,0,No,1,1467.0,13.0,1,Urban
0,47.0,0,0.0,0.0,False,0.0,False,male,below High School,Student,25,Private,17890.0,6,Van,no,0.0,0,No,0,3968.0,5.0,1,Urban
0,47.0,0,13.0,166359.0,False,386052.0,True,female,PhD,Doctor,41,Private,10250.0,3,SUV,no,0.0,0,No,2,0.0,17.0,0,Urban
0,48.0,0,13.0,90971.0,False,,False,male,PhD,Doctor,39,Private,14630.0,4,Minivan,no,0.0,0,No,2,0.0,16.0,0,Urban
1,42.0,2,12.0,38504.0,False,172963.0,True,male,High School,Blue Collar,34,Commercial,21600.0,1,Minivan,no,0.0,0,No,1,0.0,5.0,0,Urban
0,26.0,0,9.0,24722.0,False,0.0,False,female,below High School,Clerical,31,Private,7900.0,4,SUV,no,1320.0,2,No,10,2627.0,4.0,1,Urban
0,55.0,0,13.0,32880.0,False,197778.0,True,male,below High School,Blue Collar,27,Commercial,4790.0,11,Pickup,yes,0.0,0,No,3,1100.0,1.0,1,Urban
0,22.0,2,0.0,0.0,False,0.0,True,female,PhD,Home Maker,47,Private,13000.0,6,SUV,yes,7191.0,1,No,0,22352.0,11.0,1,Urban
0,42.0,2,17.0,54427.0,True,0.0,False,female,Bachelors,Manager,29,Private,5700.0,1,Sports Car,no,0.0,0,No,2,18392.0,7.0,1,Urban
0,48.0,0,12.0,98735.0,False,304410.0,True,male,Masters,,14,Commercial,32250.0,10,Panel Truck,yes,4159.0,2,No,3,0.0,,0,Urban
0,38.0,0,,3136.0,False,0.0,False,male,below High School,Student,39,Commercial,14230.0,1,Minivan,yes,0.0,0,No,0,0.0,8.0,0,Urban
0,30.0,2,14.0,110913.0,False,305472.0,True,male,Bachelors,Blue Collar,40,Commercial,4500.0,7,Pickup,yes,0.0,0,No,2,0.0,11.0,0,Urban
0,56.0,0,13.0,102385.0,False,254408.0,True,female,Bachelors,Blue Collar,51,Private,22500.0,1,Minivan,no,0.0,0,No,1,0.0,10.0,0,Rural
0,42.0,1,11.0,200928.0,False,513817.0,True,male,PhD,Manager,13,Private,29950.0,1,Minivan,yes,0.0,0,No,0,0.0,,0,Urban
0,30.0,3,0.0,0.0,True,0.0,False,female,below High School,Home Maker,49,Private,6130.0,9,SUV,no,0.0,0,No,0,3096.0,1.0,1,Rural
0,55.0,0,10.0,3083.0,False,64682.0,True,male,Masters,Manager,46,Private,7310.0,10,Pickup,yes,0.0,0,No,1,0.0,10.0,0,Urban
0,41.0,0,,119109.0,False,0.0,False,male,Masters,Lawyer,39,Private,21890.0,4,Minivan,yes,0.0,0,No,0,0.0,18.0,0,Rural
0,44.0,2,15.0,85472.0,True,310143.0,False,female,Bachelors,Manager,51,Private,28640.0,1,Sports Car,no,7537.0,1,No,0,0.0,9.0,0,Urban
2,39.0,2,11.0,25687.0,False,106801.0,True,female,High School,Blue Collar,49,Commercial,7970.0,6,SUV,no,0.0,0,No,1,0.0,1.0,0,Rural
0,40.0,0,7.0,120419.0,False,341539.0,True,male,Masters,Lawyer,29,Private,14130.0,4,Minivan,no,0.0,0,No,2,0.0,11.0,0,Urban
0,68.0,0,15.0,45033.0,False,0.0,True,male,High School,Student,5,Private,8400.0,4,Sports Car,yes,36622.0,2,No,8,0.0,,0,Rural
0,48.0,0,8.0,,False,217532.0,False,male,PhD,,9,Commercial,12080.0,1,Pickup,yes,0.0,0,No,2,0.0,16.0,0,Urban
0,36.0,0,11.0,104424.0,False,,False,female,Masters,Manager,43,Private,13190.0,6,SUV,no,6032.0,3,No,2,5937.0,12.0,1,Urban
0,33.0,1,12.0,45808.0,False,130901.0,True,male,Masters,,5,Commercial,19410.0,3,Van,yes,922.0,2,No,4,0.0,,0,Urban
2,42.0,2,11.0,114277.0,False,307203.0,True,male,Masters,Lawyer,6,Private,15620.0,10,Minivan,yes,0.0,0,No,0,0.0,14.0,0,Urban
0,48.0,0,6.0,105356.0,False,,True,male,Bachelors,Professional,55,Private,16840.0,9,Van,yes,0.0,0,No,1,0.0,8.0,0,Urban
0,50.0,0,0.0,0.0,False,56441.0,False,female,High School,Home Maker,16,Private,12460.0,4,SUV,no,0.0,0,No,2,0.0,1.0,0,Urban
0,45.0,0,9.0,96599.0,False,306391.0,True,male,Bachelors,Professional,42,Commercial,22940.0,7,Panel Truck,yes,6292.0,1,No,2,0.0,,0,Urban
0,29.0,2,12.0,109719.0,True,0.0,False,female,Masters,Manager,28,Private,21160.0,16,SUV,no,6091.0,3,No,3,0.0,16.0,0,Urban
0,49.0,0,12.0,68593.0,False,224750.0,True,female,High School,Blue Collar,29,Commercial,14760.0,11,SUV,no,0.0,0,No,1,0.0,1.0,0,Rural
0,49.0,0,,67359.0,False,234148.0,False,male,Masters,Lawyer,6,Private,13140.0,10,Minivan,no,0.0,0,No,0,0.0,12.0,0,Urban
0,57.0,0,13.0,26634.0,False,167976.0,True,male,High School,Clerical,38,Commercial,4980.0,4,Pickup,no,7795.0,2,No,7,8362.0,9.0,1,Urban
0,47.0,0,12.0,136130.0,False,0.0,False,male,PhD,Doctor,46,Private,15110.0,4,Minivan,yes,0.0,0,No,0,0.0,16.0,0,Urban
0,27.0,1,0.0,0.0,False,91135.0,True,female,Bachelors,Home Maker,48,Private,20570.0,6,SUV,no,0.0,0,No,3,0.0,9.0,0,Rural
0,39.0,4,12.0,,False,0.0,True,female,High School,Student,18,Private,5400.0,1,SUV,no,2781.0,3,No,0,262.0,,1,Urban
0,51.0,0,16.0,24119.0,False,123904.0,True,male,High School,Blue Collar,49,Commercial,14760.0,3,Minivan,yes,935.0,3,No,3,0.0,10.0,0,Urban
0,33.0,3,10.0,22343.0,False,,True,male,Bachelors,Clerical,5,Private,7030.0,1,Pickup,yes,1717.0,2,No,0,0.0,9.0,0,Urban
0,44.0,3,17.0,35066.0,True,0.0,False,female,High School,Clerical,47,Private,18880.0,4,SUV,no,37642.0,3,Yes,6,12588.0,1.0,1,Urban
0,46.0,0,11.0,57209.0,False,214461.0,True,male,Masters,Lawyer,24,Private,6100.0,1,Minivan,yes,5334.0,3,No,5,0.0,18.0,0,Urban
0,44.0,2,17.0,66200.0,True,223960.0,False,female,Bachelors,Manager,53,Private,17260.0,13,SUV,no,0.0,0,No,1,629.0,9.0,1,Urban
0,55.0,0,11.0,127755.0,False,354569.0,True,female,Bachelors,Blue Collar,39,Commercial,37670.0,10,Minivan,no,0.0,0,No,0,0.0,10.0,0,Urban
0,41.0,0,12.0,23327.0,False,147099.0,False,female,Bachelors,Home Maker,25,Private,13460.0,6,Sports Car,no,27632.0,2,No,8,0.0,11.0,0,Urban
0,30.0,2,10.0,34586.0,True,0.0,False,male,High School,Clerical,38,Private,10130.0,7,Pickup,no,28174.0,2,Yes,7,5771.0,,1,Urban
0,43.0,0,9.0,101805.0,False,0.0,False,male,Bachelors,Professional,50,Commercial,35240.0,6,Panel Truck,yes,34646.0,2,Yes,4,0.0,14.0,0,Urban
0,28.0,3,0.0,0.0,True,0.0,False,female,High School,Student,39,Private,4300.0,7,Sports Car,no,0.0,0,No,0,5255.0,6.0,1,Urban
0,50.0,0,12.0,134293.0,False,351880.0,True,male,Masters,Lawyer,43,Private,15890.0,1,Minivan,no,0.0,0,No,0,0.0,23.0,0,Urban
0,35.0,3,15.0,31407.0,True,119496.0,False,female,below High School,Clerical,9,Private,8140.0,1,SUV,no,0.0,0,Yes,0,4760.0,,1,Urban
0,57.0,3,12.0,118155.0,True,0.0,False,female,below High School,Blue Collar,43,Private,40520.0,4,SUV,no,0.0,0,No,4,839.0,6.0,1,Urban
0,41.0,0,13.0,42206.0,False,0.0,False,female,Masters,Lawyer,35,Private,18460.0,10,SUV,no,5274.0,2,No,10,0.0,18.0,0,Urban
0,45.0,3,15.0,39055.0,False,133294.0,True,female,High School,Manager,17,Private,9910.0,10,Sports Car,no,5762.0,5,No,6,0.0,1.0,0,Urban
0,46.0,0,13.0,57323.0,False,0.0,False,female,Bachelors,Professional,17,Private,8780.0,6,Minivan,no,0.0,0,No,2,0.0,6.0,0,Urban
0,51.0,0,9.0,50166.0,False,187297.0,False,male,High School,Blue Collar,32,Commercial,11620.0,6,Minivan,no,33864.0,3,No,5,0.0,1.0,0,Urban
0,45.0,1,11.0,73543.0,False,225263.0,True,male,Masters,,46,Commercial,17860.0,6,Van,no,0.0,0,No,2,0.0,12.0,0,Urban
0,51.0,0,9.0,112674.0,False,312871.0,True,female,Bachelors,Blue Collar,59,Private,12770.0,6,SUV,no,0.0,0,Yes,0,0.0,9.0,0,Rural
0,58.0,0,13.0,34136.0,False,163417.0,True,male,below High School,Blue Collar,28,Private,17000.0,7,Van,yes,26749.0,1,Yes,4,0.0,1.0,0,Urban
0,57.0,0,0.0,,False,472122.0,True,male,PhD,,31,Commercial,7200.0,4,Pickup,no,2059.0,3,No,2,0.0,15.0,0,Urban
0,50.0,0,13.0,36504.0,False,209726.0,False,female,below High School,Blue Collar,35,Private,15550.0,6,SUV,no,0.0,0,Yes,0,0.0,3.0,0,Urban
0,53.0,0,0.0,,False,72115.0,True,female,PhD,Home Maker,19,Private,6800.0,4,Sports Car,no,7236.0,3,No,4,4719.0,19.0,1,Urban
0,52.0,0,14.0,78271.0,False,274598.0,False,male,PhD,,38,Commercial,27400.0,6,Panel Truck,no,7337.0,4,No,5,0.0,13.0,0,Urban
0,64.0,0,0.0,0.0,False,0.0,False,female,High School,Student,36,Private,8750.0,4,Sports Car,no,0.0,0,No,3,0.0,9.0,0,Rural
0,48.0,0,10.0,11067.0,False,0.0,False,female,below High School,Student,47,Private,7410.0,4,Sports Car,no,0.0,0,No,3,0.0,7.0,0,Rural
1,41.0,3,16.0,5316.0,False,62643.0,True,female,Bachelors,Home Maker,30,Private,9160.0,6,SUV,no,0.0,0,Yes,0,0.0,8.0,0,Urban
0,32.0,0,12.0,14846.0,False,0.0,False,male,below High School,Clerical,40,Commercial,22330.0,3,Van,yes,0.0,0,No,2,0.0,1.0,0,Rural
0,47.0,0,0.0,0.0,False,0.0,False,female,PhD,Home Maker,32,Private,19860.0,1,Minivan,no,0.0,0,No,0,0.0,10.0,0,Rural
0,29.0,2,13.0,75468.0,True,0.0,False,female,Bachelors,Professional,24,Private,13140.0,4,Pickup,no,0.0,0,No,2,0.0,10.0,0,Urban
0,50.0,0,8.0,55172.0,False,176835.0,True,male,Bachelors,Blue Collar,33,Commercial,12020.0,20,Pickup,yes,0.0,0,No,1,0.0,16.0,0,Urban
0,51.0,0,15.0,16750.0,False,142254.0,True,male,below High School,Clerical,28,Private,8280.0,1,Pickup,yes,0.0,0,No,0,0.0,1.0,0,Rural
0,65.0,0,11.0,131548.0,False,379682.0,True,female,High School,Professional,37,Private,23930.0,10,SUV,no,0.0,0,No,0,0.0,1.0,0,Rural
0,53.0,0,13.0,117470.0,False,357727.0,True,female,Masters,Manager,50,Private,14580.0,1,Sports Car,no,47097.0,3,Yes,0,2933.0,18.0,1,Urban
2,40.0,3,13.0,,False,0.0,True,female,High School,Student,5,Private,6710.0,6,SUV,no,0.0,0,No,0,0.0,1.0,0,Rural
0,55.0,0,12.0,32227.0,False,134375.0,True,female,Masters,Lawyer,21,Private,10220.0,7,SUV,no,4285.0,2,No,3,0.0,14.0,0,Urban
0,49.0,0,,94283.0,False,270384.0,True,male,Masters,,35,Commercial,29550.0,1,Panel Truck,yes,0.0,0,No,1,0.0,19.0,0,Rural
0,51.0,0,13.0,27450.0,False,115618.0,True,male,High School,Clerical,40,Private,9340.0,1,Minivan,yes,0.0,0,No,1,0.0,1.0,0,Rural
0,57.0,0,11.0,128441.0,False,374931.0,True,male,PhD,,29,Commercial,20040.0,1,Van,yes,6713.0,3,No,7,1497.0,14.0,1,Urban
2,56.0,3,16.0,55380.0,True,0.0,False,male,High School,Blue Collar,18,Commercial,11100.0,1,Minivan,no,6164.0,1,No,7,4530.0,1.0,1,Urban
0,52.0,0,10.0,,False,180747.0,True,female,Bachelors,Professional,20,Commercial,19930.0,3,Pickup,no,0.0,0,No,2,0.0,13.0,0,Urban
0,58.0,2,12.0,116948.0,False,350971.0,True,male,Masters,Lawyer,54,Private,18990.0,1,Van,yes,0.0,0,No,0,0.0,20.0,0,Urban
0,43.0,2,12.0,23157.0,False,115249.0,True,male,High School,Clerical,27,Private,8120.0,1,Minivan,no,0.0,0,No,7,0.0,1.0,0,Rural
2,43.0,3,9.0,25934.0,True,0.0,False,female,High School,Clerical,46,Private,28580.0,6,Minivan,no,0.0,0,No,0,0.0,7.0,0,Rural
0,54.0,0,,50705.0,False,240155.0,True,male,Bachelors,Blue Collar,43,Commercial,31410.0,3,Panel Truck,yes,0.0,0,Yes,0,0.0,11.0,0,Urban
0,45.0,0,8.0,55060.0,False,0.0,False,male,below High School,Blue Collar,52,Commercial,27660.0,6,Panel Truck,no,0.0,0,No,0,0.0,8.0,0,Rural
0,40.0,0,,71502.0,False,213441.0,True,female,Bachelors,Blue Collar,20,Commercial,5500.0,7,SUV,no,0.0,0,Yes,0,0.0,10.0,0,Urban
0,49.0,0,10.0,88937.0,False,276837.0,True,male,Masters,Professional,56,Private,15290.0,1,Minivan,yes,0.0,0,No,0,0.0,18.0,0,Urban
0,44.0,1,14.0,81369.0,False,226959.0,True,female,below High School,Blue Collar,52,Private,13760.0,4,SUV,no,28499.0,2,Yes,5,0.0,1.0,0,Rural
